chrom	start	end	length	name	mean.ratio
GL349701	1013922	1013971	50	Control_g69.8_3	0.998813159066484
GL349701	1013973	1014012	40	Control_g69.8_4	0.998839065943101
GL349701	1014162	1014211	50	Control_g69.5_1	0.999115928713645
GL349701	1014213	1014262	50	Control_g69.5_2	0.999092998694681
GL349701	1014264	1014314	51	Control_g69.5_3	0.99880051127348
GL349701	1014374	1014423	50	Control_g69.1_1	0.9989449454341
GL349701	1014425	1014467	43	Control_g69.1_2	0.998643924957397
GL349701	1014519	1014568	50	Control_g69.10_1	0.998267861499839
GL349701	1014570	1014619	50	Control_g69.10_2	0.998443020662376
GL349701	1014621	1014670	50	Control_g69.10_3	0.998631331109177
GL349701	1014672	1014723	52	Control_g69.10_4	0.998889954553645
GL349701	1014797	1014855	59	Control_g69.12_1	0.998846134157955
GL349701	1014857	1014906	50	Control_g69.12_2	0.998869103771563
GL349701	1014908	1014957	50	Control_g69.12_3	0.99879417350454
GL349701	1014959	1015008	50	Control_g69.12_4	0.999068395224678
GL349701	1015010	1015059	50	Control_g69.12_5	0.999231908715667
GL349701	1015061	1015121	61	Control_g69.12_6	0.999019870334696
GL349701	1016200	1016254	55	Control_g69.11_1	0.998744678067522
GL349701	1016256	1016305	50	Control_g69.11_2	0.998617348878893
GL349701	1016307	1016356	50	Control_g69.11_3	0.998619528047079
GL349701	1016358	1016413	56	Control_g69.11_4	0.998958924764751
GL349702	282782	282831	50	Control_g133.3_1	0.998560604629503
GL349702	282833	282882	50	Control_g133.3_2	0.998746215037304
GL349702	282884	282933	50	Control_g133.3_3	0.998832727630811
GL349702	282935	282984	50	Control_g133.3_4	0.9988236925264
GL349702	282986	283035	50	Control_g133.3_5	0.999035725812027
GL349702	283037	283086	50	Control_g133.3_6	0.999071842381323
GL349702	283088	283118	31	Control_g133.3_7	0.998836341388431
GL349702	283162	283211	50	Control_g133.4_1	0.998842664465328
GL349702	283213	283262	50	Control_g133.4_2	0.998824538165676
GL349702	283264	283313	50	Control_g133.4_3	0.998777459942055
GL349702	283315	283364	50	Control_g133.4_4	0.998861508103403
GL349702	283366	283415	50	Control_g133.4_5	0.998793684902608
GL349702	283417	283466	50	Control_g133.4_6	0.998698300040431
GL349702	283468	283517	50	Control_g133.4_7	0.998724152788711
GL349702	283519	283557	39	Control_g133.4_8	0.99876135523837
GL349702	283628	283684	57	Control_g133.2	0.999077007610943
GL349704	179342	179392	51	PMT_318	0.998864741060839
GL349704	180626	180676	51	PMT_319	0.996634827939647
GL349704	181467	181517	51	PMT_321	0.972118611226987
GL349704	182176	182233	58	Gr_g56.1_1	0.995854679099108
GL349704	182235	182284	50	Gr_g56.1_2	0.997244649595906
GL349704	182286	182335	50	Gr_g56.1_3	0.997749678650023
GL349704	182337	182386	50	Gr_g56.1_4	0.998361146093717
GL349704	182388	182437	50	Gr_g56.1_5	0.998697372569281
GL349704	182439	182497	59	Gr_g56.1_6	0.998693377934441
GL349704	182560	182621	62	Gr_g56.5_1	0.997915583771813
GL349704	182623	182672	50	Gr_g56.5_2	0.99746048641688
GL349704	182674	182736	63	Gr_g56.5_3	0.997681034304559
GL349704	184877	184926	50	Gr_g56.2_1	0.998624574037477
GL349704	184928	184977	50	Gr_g56.2_2	0.998254754814217
GL349704	184979	185028	50	Gr_g56.2_3	0.997724465327295
GL349704	185030	185079	50	Gr_g56.2_4	0.996402669171346
GL349704	185081	185130	50	Gr_g56.2_5	0.995172102593269
GL349704	185132	185158	27	Gr_g56.2_6	0.99476368980371
GL349704	185671	185720	50	Gr_g56.4_1	0.994756431374551
GL349704	185722	185771	50	Gr_g56.4_2	0.995175501093076
GL349704	185773	185822	50	Gr_g56.4_3	0.996087343431596
GL349704	185824	185851	28	Gr_g56.4_4	0.996543847414808
GL349704	186904	186953	50	Gr_g56.3_1	0.998289816050079
GL349704	186955	187004	50	Gr_g56.3_2	0.998244126325445
GL349704	187006	187055	50	Gr_g56.3_3	0.998431372385659
GL349704	187057	187105	49	Gr_g56.3_4	0.998524234558594
GL349704	187179	187228	50	Gr_g56.6_1	0.999073730054491
GL349704	187230	187268	39	Gr_g56.6_2	0.998942871812423
GL349704	187365	187439	75	Gr_g56.7	0.998602759794486
GL349706	574061	574110	50	PMT_369_1	0.999145713145658
GL349706	574112	574138	27	PMT_369_2	0.998652256999786
GL349706	574652	574702	51	PMT_371	0.998426808167751
GL349706	575449	575499	51	PMT_373	0.999054198202289
GL349706	576031	576081	51	PMT_374	0.998423720529705
GL349706	576102	576152	51	PMT_375	0.998750422265277
GL349706	576230	576280	51	PMT_376	0.998668801823208
GL349706	576289	576338	50	Or_g2.1_1	0.99871413477251
GL349706	576340	576389	50	Or_g2.1_2	0.998620023488078
GL349706	576391	576440	50	Or_g2.1_3	0.998161253415831
GL349706	576442	576491	50	Or_g2.1_4	0.997444460684317
GL349706	576493	576542	50	Or_g2.1_5	0.995937933004288
GL349706	576544	576593	50	Or_g2.1_6	0.995881834605938
GL349706	576595	576644	50	Or_g2.1_7	0.9960132098319
GL349706	576646	576695	50	Or_g2.1_8	0.994634826507792
GL349706	576697	576746	50	Or_g2.1_9	0.984435743663611
GL349706	576748	576797	50	Or_g2.1_10	0.980295764086449
GL349706	576799	576848	50	Or_g2.1_11	0.992111926187969
GL349706	576850	576899	50	Or_g2.1_12	0.996174143780932
GL349706	576901	576947	47	Or_g2.1_13	0.993672120098823
GL349706	579469	579521	53	Or_g2.3_1	0.998476926714372
GL349706	579523	579577	55	Or_g2.3_2	0.99810920838319
GL349706	601736	601780	45	P450_g16.7	0.998581645289352
GL349706	606143	606192	50	P450_g16.5_1	0.995998484584868
GL349706	606194	606243	50	P450_g16.5_2	0.996436840164124
GL349706	606245	606294	50	P450_g16.5_3	0.997256826405242
GL349706	606296	606345	50	P450_g16.5_4	0.997973432190536
GL349706	606347	606378	32	P450_g16.5_5	0.998113412122579
GL349706	606991	607040	50	P450_g16.3_1	0.998665014189941
GL349706	607042	607091	50	P450_g16.3_2	0.998435386681843
GL349706	607093	607142	50	P450_g16.3_3	0.998392337829965
GL349706	607144	607193	50	P450_g16.3_4	0.998490037448315
GL349706	607195	607244	50	P450_g16.3_5	0.998311599562801
GL349706	607246	607285	40	P450_g16.3_6	0.998097867144741
GL349706	611756	611805	50	P450_g16.6_1	0.998486218369311
GL349706	611807	611856	50	P450_g16.6_2	0.998633469668828
GL349706	611858	611907	50	P450_g16.6_3	0.998906011287457
GL349706	611909	611948	40	P450_g16.6_4	0.999131597334072
GL349706	613357	613412	56	P450_g16.4_1	0.998314056775624
GL349706	613414	613463	50	P450_g16.4_2	0.998243831490338
GL349706	613465	613514	50	P450_g16.4_3	0.998319623174085
GL349706	613516	613565	50	P450_g16.4_4	0.998145617300493
GL349706	613567	613623	57	P450_g16.4_5	0.998179284031563
GL349706	614688	614746	59	P450_g16.2_1	0.998919411058195
GL349706	614748	614797	50	P450_g16.2_2	0.998867432086434
GL349706	614799	614848	50	P450_g16.2_3	0.998981919538478
GL349706	614850	614899	50	P450_g16.2_4	0.999082826928966
GL349706	614901	614950	50	P450_g16.2_5	0.999097570198085
GL349706	614952	615001	50	P450_g16.2_6	0.998800288200213
GL349706	615003	615062	60	P450_g16.2_7	0.998580057026416
GL349707	508197	508246	50	P450_g19.1_1	0.990820317299973
GL349707	508248	508297	50	P450_g19.1_2	0.991873196509526
GL349707	508299	508348	50	P450_g19.1_3	0.993484627809226
GL349707	508350	508401	52	P450_g19.1_4	0.995325419544601
GL349707	508516	508569	54	P450_g19.7_1	0.998563340707989
GL349707	508571	508625	55	P450_g19.7_2	0.998376909147085
GL349707	518901	518950	50	P450_g19.9_1	0.998018126357671
GL349707	518952	518991	40	P450_g19.9_2	0.997805560254156
GL349707	521473	521522	50	P450_g19.3_1	0.998775413698906
GL349707	521524	521573	50	P450_g19.3_2	0.998995716011378
GL349707	521575	521624	50	P450_g19.3_3	0.999003045158315
GL349707	521626	521661	36	P450_g19.3_4	0.998864602743511
GL349707	521728	521797	70	P450_g19.11	0.998803328965791
GL349707	521879	521940	62	P450_g19.6_1	0.998859787383352
GL349707	521942	522005	64	P450_g19.6_2	0.998926287663493
GL349707	522082	522131	50	P450_g19.10_1	0.999097382386305
GL349707	522133	522163	31	P450_g19.10_2	0.998987735945437
GL349707	522279	522330	52	P450_g19.8_1	0.998144980986021
GL349707	522332	522385	54	P450_g19.8_2	0.998715617029551
GL349707	522501	522569	69	P450_g19.12	0.998665997735182
GL349707	523770	523827	58	P450_g19.5_1	0.998824711962169
GL349707	523829	523878	50	P450_g19.5_2	0.998901227950743
GL349707	523880	523938	59	P450_g19.5_3	0.999208114245057
GL349707	523999	524048	50	P450_g19.4_1	0.999160303148453
GL349707	524050	524099	50	P450_g19.4_2	0.999114473305845
GL349707	524101	524150	50	P450_g19.4_3	0.998870783388382
GL349707	524152	524184	33	P450_g19.4_4	0.998700612813361
GL349707	524268	524317	50	P450_g19.2_1	0.9990738879783
GL349707	524319	524368	50	P450_g19.2_2	0.999103487056708
GL349707	524370	524419	50	P450_g19.2_3	0.998801910329309
GL349707	524421	524461	41	P450_g19.2_4	0.998681355494465
GL349707	530386	530435	50	Control_g78.4_1	0.993480899942866
GL349707	530437	530486	50	Control_g78.4_2	0.995903384919847
GL349707	530488	530537	50	Control_g78.4_3	0.997695186210312
GL349707	530539	530588	50	Control_g78.4_4	0.997558716696624
GL349707	530590	530639	50	Control_g78.4_5	0.997919418798286
GL349707	530641	530690	50	Control_g78.4_6	0.998332804859681
GL349707	530692	530741	50	Control_g78.4_7	0.998150061016485
GL349707	530743	530792	50	Control_g78.4_8	0.997654818848994
GL349707	530794	530843	50	Control_g78.4_9	0.997776898127873
GL349707	530845	530894	50	Control_g78.4_10	0.998252572005255
GL349707	530896	530945	50	Control_g78.4_11	0.998833313147618
GL349707	530947	530996	50	Control_g78.4_12	0.998506264868641
GL349707	530998	531047	50	Control_g78.4_13	0.99838641252901
GL349707	531049	531098	50	Control_g78.4_14	0.998715611155117
GL349707	531100	531149	50	Control_g78.4_15	0.998906717952669
GL349707	531151	531200	50	Control_g78.4_16	0.998882964557574
GL349707	531202	531251	50	Control_g78.4_17	0.998781436584289
GL349707	531253	531302	50	Control_g78.4_18	0.99873539126173
GL349707	531304	531353	50	Control_g78.4_19	0.998879871910997
GL349707	531355	531404	50	Control_g78.4_20	0.998862405301759
GL349707	531406	531455	50	Control_g78.4_21	0.998785948214771
GL349707	531457	531506	50	Control_g78.4_22	0.998999828264937
GL349707	531508	531557	50	Control_g78.4_23	0.999100548408686
GL349707	531559	531608	50	Control_g78.4_24	0.999169190958702
GL349707	531610	531639	30	Control_g78.4_25	0.999203518167284
GL349707	531722	531771	50	Control_g78.2_1	0.994047482433233
GL349707	531773	531822	50	Control_g78.2_2	0.991793172189075
GL349707	531824	531873	50	Control_g78.2_3	0.986634012876402
GL349707	531875	531924	50	Control_g78.2_4	0.979978895542193
GL349707	531926	531975	50	Control_g78.2_5	0.98820364275486
GL349707	531977	532013	37	Control_g78.2_6	0.991332259016938
GL349707	534740	534789	50	Control_g78.1_1	0.997843090905073
GL349707	534791	534818	28	Control_g78.1_2	0.997993133172117
GL349707	537317	537376	60	Control_g78.3_1	0.996586566388609
GL349707	537378	537427	50	Control_g78.3_2	0.994576368592173
GL349707	537429	537478	50	Control_g78.3_3	0.992509894840863
GL349707	537480	537529	50	Control_g78.3_4	0.991119709831815
GL349707	537531	537580	50	Control_g78.3_5	0.989623037115672
GL349707	537582	537631	50	Control_g78.3_6	0.987057373460618
GL349707	537633	537682	50	Control_g78.3_7	0.985072591894209
GL349707	537684	537733	50	Control_g78.3_8	0.985245470386191
GL349707	537735	537784	50	Control_g78.3_9	0.987944315229643
GL349707	537786	537835	50	Control_g78.3_10	0.991865512604394
GL349707	537837	537886	50	Control_g78.3_11	0.996195819864638
GL349707	537888	537937	50	Control_g78.3_12	0.997103502106325
GL349707	537939	537999	61	Control_g78.3_13	0.997273627090456
GL349708	310251	310300	50	Gr_g62.2_1	0.999026812079214
GL349708	310302	310351	50	Gr_g62.2_2	0.999143244598107
GL349708	310353	310402	50	Gr_g62.2_3	0.999014168660203
GL349708	310404	310453	50	Gr_g62.2_4	0.998900887992735
GL349708	310455	310504	50	Gr_g62.2_5	0.998830063614861
GL349708	310506	310583	78	Gr_g62.2_6|Gr_g62.1_1	0.998428168369655
GL349708	310585	310634	50	Gr_g62.1_2	0.996703940420982
GL349708	310636	310685	50	Gr_g62.1_3	0.996030742404089
GL349708	310687	310736	50	Gr_g62.1_4	0.996168211909125
GL349708	310738	310787	50	Gr_g62.1_5	0.995610860803157
GL349708	310789	310838	50	Gr_g62.1_6	0.994255947871811
GL349708	310840	310889	50	Gr_g62.1_7	0.994574620015914
GL349708	310891	310940	50	Gr_g62.1_8	0.995881552319442
GL349708	310942	310991	50	Gr_g62.1_9	0.996763480978355
GL349708	310993	311042	50	Gr_g62.1_10	0.997913568734631
GL349708	311044	311093	50	Gr_g62.1_11	0.998488627542437
GL349708	311095	311144	50	Gr_g62.1_12	0.99872024548168
GL349708	311146	311195	50	Gr_g62.1_13	0.998903481179792
GL349708	311197	311246	50	Gr_g62.1_14	0.998675567444964
GL349708	311248	311297	50	Gr_g62.1_15	0.998369586101736
GL349708	311299	311348	50	Gr_g62.1_16	0.99818898542263
GL349708	311350	311399	50	Gr_g62.1_17	0.996890208341589
GL349708	311401	311450	50	Gr_g62.1_18	0.996390045915302
GL349708	311452	311501	50	Gr_g62.1_19	0.997091191192066
GL349708	311503	311552	50	Gr_g62.1_20	0.997919412608759
GL349708	311554	311603	50	Gr_g62.1_21	0.998606208715772
GL349708	311605	311654	50	Gr_g62.1_22	0.99890341642999
GL349708	311656	311705	50	Gr_g62.1_23	0.998957984487705
GL349708	311707	311756	50	Gr_g62.1_24	0.998981463432583
GL349708	311758	311807	50	Gr_g62.1_25	0.99913454189989
GL349708	311809	311858	50	Gr_g62.1_26	0.999179420463521
GL349708	311860	311909	50	Gr_g62.1_27	0.999036113930612
GL349708	311911	311960	50	Gr_g62.1_28	0.999055625617556
GL349708	311962	312011	50	Gr_g62.1_29	0.999054006649876
GL349708	312013	312062	50	Gr_g62.1_30	0.999104678166953
GL349708	312064	312113	50	Gr_g62.1_31	0.999151263466925
GL349708	312115	312164	50	Gr_g62.1_32	0.999115303448869
GL349708	312166	312215	50	Gr_g62.1_33	0.998802816276737
GL349708	312217	312266	50	Gr_g62.1_34	0.998654007801218
GL349708	312268	312389	122	Gr_g62.1_35|Gr_g62.5	0.998189767850872
GL349708	312888	312937	50	Gr_g62.4_1	0.996642536066477
GL349708	312939	312980	42	Gr_g62.4_2	0.997802036223457
GL349708	313127	313186	60	Gr_g62.3_1	0.998560088038118
GL349708	313188	313249	62	Gr_g62.3_2	0.998668756806099
GL349708	331146	331195	50	Gr_g63.2_1	0.998492418609244
GL349708	331197	331246	50	Gr_g63.2_2	0.999031174611494
GL349708	331248	331297	50	Gr_g63.2_3	0.998968505177657
GL349708	331299	331348	50	Gr_g63.2_4	0.999002597287774
GL349708	331350	331399	50	Gr_g63.2_5	0.9991506171162
GL349708	331401	331426	26	Gr_g63.2_6	0.999130993716375
GL349708	331903	331964	62	Gr_g63.1_1	0.99876128427704
GL349708	331966	332015	50	Gr_g63.1_2	0.998907548424811
GL349708	332017	332066	50	Gr_g63.1_3	0.998958682300035
GL349708	332068	332117	50	Gr_g63.1_4	0.99885727859927
GL349708	332119	332168	50	Gr_g63.1_5	0.998983391916633
GL349708	332170	332219	50	Gr_g63.1_6	0.999157357774899
GL349708	332221	332270	50	Gr_g63.1_7	0.999057324278137
GL349708	332272	332321	50	Gr_g63.1_8	0.999093647695824
GL349708	332323	332372	50	Gr_g63.1_9	0.999043761687121
GL349708	332374	332423	50	Gr_g63.1_10	0.998800700206576
GL349708	332425	332474	50	Gr_g63.1_11	0.998643440433711
GL349708	332476	332539	64	Gr_g63.1_12	0.998692740899481
GL349708	332739	332807	69	Gr_g63.4	0.992261309670428
GL349708	482302	482355	54	Control_g193.1_1	0.978113860815257
GL349708	482357	482411	55	Control_g193.1_2	0.975911391324958
GL349708	482739	482797	59	Control_g193.4_1	0.986864993501406
GL349708	482799	482859	61	Control_g193.4_2	0.971802136551024
GL349710	35639	35710	72	Or_g50.6	0.995878303639664
GL349710	37124	37176	53	Or_g50.2_1	0.99714043170504
GL349710	37178	37227	50	Or_g50.2_2	0.997344623717752
GL349710	37229	37282	54	Or_g50.2_3	0.997889082811791
GL349710	37733	37794	62	Or_g50.3_1	0.999141258990116
GL349710	37796	37858	63	Or_g50.3_2	0.99915454135435
GL349710	38453	38502	50	Or_g50.5_1	0.998688888858535
GL349710	38504	38546	43	Or_g50.5_2	0.99849932905509
GL349710	38925	38974	50	Or_g50.1_1	0.998216258565171
GL349710	38976	39025	50	Or_g50.1_2	0.998574182281054
GL349710	39027	39076	50	Or_g50.1_3	0.998936599069467
GL349710	39078	39127	50	Or_g50.1_4	0.99889897952128
GL349710	39129	39178	50	Or_g50.1_5	0.998987916442023
GL349710	39180	39229	50	Or_g50.1_6	0.998940826681249
GL349710	39231	39280	50	Or_g50.1_7	0.99871458569558
GL349710	39282	39331	50	Or_g50.1_8	0.998499157327967
GL349710	39333	39382	50	Or_g50.1_9	0.99834142522255
GL349710	39384	39433	50	Or_g50.1_10	0.998536457786096
GL349710	39435	39484	50	Or_g50.1_11	0.998873210423463
GL349710	39486	39535	50	Or_g50.1_12	0.998960154145906
GL349710	39537	39586	50	Or_g50.1_13	0.99899235423537
GL349710	39588	39637	50	Or_g50.1_14	0.99911602777321
GL349710	39639	39666	28	Or_g50.1_15	0.999205993985069
GL349710	40025	40075	51	PMT_581	0.997627510724974
GL349710	40114	40164	51	PMT_580	0.997848369852021
GL349710	40425	40475	51	PMT_579	0.998721256890207
GL349710	40574	40624	51	PMT_578	0.99815558283751
GL349710	40790	40840	51	PMT_577	0.971628831081221
GL349710	42861	42911	51	PMT_572	0.986769681688393
GL349710	43016	43066	51	PMT_571	0.990214456866866
GL349710	509744	509793	50	P450_g24.3_1	0.995771158000906
GL349710	509795	509844	50	P450_g24.3_2	0.997268787348843
GL349710	509846	509895	50	P450_g24.3_3	0.997791062723228
GL349710	509897	509946	50	P450_g24.3_4	0.998050018549985
GL349710	509948	509997	50	P450_g24.3_5	0.998459146708406
GL349710	509999	510048	50	P450_g24.3_6	0.998548206719157
GL349710	510050	510093	44	P450_g24.3_7	0.998369339702907
GL349710	511015	511064	50	P450_g24.4_1	0.997530768663821
GL349710	511066	511115	50	P450_g24.4_2	0.99724615238531
GL349710	511117	511166	50	P450_g24.4_3	0.995969693701746
GL349710	511168	511217	50	P450_g24.4_4	0.993248024507181
GL349710	511219	511268	50	P450_g24.4_5	0.991715146098139
GL349710	511270	511319	50	P450_g24.4_6	0.988016778713971
GL349710	511321	511351	31	P450_g24.4_7	0.985776115784173
GL349710	511433	511482	50	P450_g24.1_1	0.995182013914666
GL349710	511484	511533	50	P450_g24.1_2	0.996294091313545
GL349710	511535	511584	50	P450_g24.1_3	0.99684655402213
GL349710	511586	511635	50	P450_g24.1_4	0.997861975573006
GL349710	511637	511686	50	P450_g24.1_5	0.998431042036292
GL349710	511688	511737	50	P450_g24.1_6	0.998522586298418
GL349710	511739	511788	50	P450_g24.1_7	0.998253179211868
GL349710	511790	511839	50	P450_g24.1_8	0.997820200494611
GL349710	511841	511890	50	P450_g24.1_9	0.997194072278071
GL349710	517876	517927	52	P450_g24.2_1	0.99875265616875
GL349710	517929	517978	50	P450_g24.2_2	0.998800058997322
GL349710	517980	518029	50	P450_g24.2_3	0.998483595608689
GL349710	518031	518080	50	P450_g24.2_4	0.998242784656605
GL349710	518082	518131	50	P450_g24.2_5	0.99799366480828
GL349710	518133	518182	50	P450_g24.2_6	0.996994464641905
GL349710	518184	518233	50	P450_g24.2_7	0.997064424344409
GL349710	518235	518287	53	P450_g24.2_8	0.997390918212001
GL349711	202416	202465	50	Control_g55.3_1	0.997785144511432
GL349711	202467	202516	50	Control_g55.3_2	0.998761766491942
GL349711	202518	202567	50	Control_g55.3_3	0.9987150446845
GL349711	202569	202618	50	Control_g55.3_4	0.99843173974437
GL349711	202620	202669	50	Control_g55.3_5	0.998399010431876
GL349711	202671	202720	50	Control_g55.3_6	0.997742310957849
GL349711	202722	202771	50	Control_g55.3_7	0.996098943452376
GL349711	202773	202822	50	Control_g55.3_8	0.993473226411392
GL349711	202824	202873	50	Control_g55.3_9	0.989222507210205
GL349711	202875	202924	50	Control_g55.3_10	0.976163329029856
GL349711	202926	202973	48	Control_g55.3_11	0.961187386265987
GL349715	316795	316846	52	Control_g191.2	0.998945179768754
GL349715	316919	316968	50	Control_g191.7_1	0.999192195782707
GL349715	316970	317019	50	Control_g191.7_2	0.999047717809098
GL349715	317021	317070	50	Control_g191.7_3	0.998920577239604
GL349715	317072	317109	38	Control_g191.7_4	0.99881253787184
GL349715	317187	317242	56	Control_g191.5_1	0.998769119423617
GL349715	317244	317293	50	Control_g191.5_2	0.998869643837155
GL349715	317295	317352	58	Control_g191.5_3	0.998890116805996
GL349715	317429	317478	50	Control_g191.6_1	0.999112842482856
GL349715	317480	317529	50	Control_g191.6_2	0.999241020185272
GL349715	317531	317580	50	Control_g191.6_3	0.999151481372112
GL349715	317582	317617	36	Control_g191.6_4	0.999038460070547
GL349715	320474	320523	50	Control_g191.9_1	0.998667706767778
GL349715	320525	320574	50	Control_g191.9_2	0.998545685220104
GL349715	320576	320625	50	Control_g191.9_3	0.998715025783102
GL349715	320627	320676	50	Control_g191.9_4	0.998811165890391
GL349715	320678	320727	50	Control_g191.9_5	0.998556408143748
GL349715	320729	320775	47	Control_g191.9_6	0.998479755809558
GL349715	321332	321384	53	Control_g191.4_1	0.998792103855186
GL349715	321386	321435	50	Control_g191.4_2	0.998942235129892
GL349715	321437	321490	54	Control_g191.4_3	0.9990552981073
GL349715	321561	321610	50	Control_g191.3_1	0.998869034594441
GL349715	321612	321661	50	Control_g191.3_2	0.999000420484865
GL349715	321663	321706	44	Control_g191.3_3	0.999053920236482
GL349715	322404	322453	50	Control_g191.8_1	0.998931804239589
GL349715	322455	322504	50	Control_g191.8_2	0.998893188609048
GL349715	322506	322555	50	Control_g191.8_3	0.998654459403246
GL349715	322557	322606	50	Control_g191.8_4	0.998250245760348
GL349715	322608	322650	43	Control_g191.8_5	0.998066645690918
GL349715	322724	322771	48	Control_g191.1	0.990361015113022
GL349715	940909	940977	69	Or_g16.6	0.998627473489117
GL349715	941506	941558	53	Or_g16.2_1	0.999143572999968
GL349715	941560	941609	50	Or_g16.2_2	0.999168890854556
GL349715	941611	941664	54	Or_g16.2_3	0.999003751679017
GL349715	943501	943559	59	Or_g16.3_1	0.999108962093948
GL349715	943561	943620	60	Or_g16.3_2	0.998934213101176
GL349715	943690	943739	50	Or_g16.4_1	0.999169287203216
GL349715	943741	943789	49	Or_g16.4_2	0.99924352915805
GL349715	943955	944004	50	Or_g16.5_1	0.998995254094821
GL349715	944006	944039	34	Or_g16.5_2	0.999093618229489
GL349715	944135	944184	50	Or_g16.1_1	0.998903893889101
GL349715	944186	944235	50	Or_g16.1_2	0.99877349422673
GL349715	944237	944286	50	Or_g16.1_3	0.998918702407065
GL349715	944288	944337	50	Or_g16.1_4	0.998821423724578
GL349715	944339	944388	50	Or_g16.1_5	0.998543318376681
GL349715	944390	944439	50	Or_g16.1_6	0.998456407621467
GL349715	944441	944490	50	Or_g16.1_7	0.998302909623862
GL349715	944492	944541	50	Or_g16.1_8	0.998428140887502
GL349715	944543	944592	50	Or_g16.1_9	0.998589501195065
GL349715	944594	944643	50	Or_g16.1_10	0.998488551206938
GL349715	944645	944694	50	Or_g16.1_11	0.998407216237707
GL349715	944696	944745	50	Or_g16.1_12	0.998460088826802
GL349715	944747	944796	50	Or_g16.1_13	0.998556977684429
GL349715	944798	944846	49	Or_g16.1_14	0.998726536095664
GL349715	945661	945711	51	PMT_444	0.998430809451986
GL349715	945948	946002	55	PMT_443	0.999153838875616
GL349715	946113	946163	51	PMT_441	0.999467325219618
GL349715	951710	951762	53	Or_g17.2_1	0.998356458141292
GL349715	951764	951813	50	Or_g17.2_2	0.998482312711417
GL349715	951815	951868	54	Or_g17.2_3	0.998734376242969
GL349715	952180	952236	57	Or_g17.3_1	0.999039739235745
GL349715	952238	952296	59	Or_g17.3_2	0.99870051783731
GL349715	952358	952407	50	Or_g17.4_1	0.9989832260218
GL349715	952409	952457	49	Or_g17.4_2	0.999051960105433
GL349715	953079	953128	50	Or_g17.5_1	0.997983164451728
GL349715	953130	953157	28	Or_g17.5_2	0.997754209052448
GL349715	953264	953319	56	Or_g17.1_1	0.998273358880233
GL349715	953321	953370	50	Or_g17.1_2	0.998519267668488
GL349715	953372	953421	50	Or_g17.1_3	0.998573410445733
GL349715	953423	953472	50	Or_g17.1_4	0.998608377309604
GL349715	953474	953523	50	Or_g17.1_5	0.998769051640789
GL349715	953525	953574	50	Or_g17.1_6	0.999049939929754
GL349715	953576	953625	50	Or_g17.1_7	0.999034288774283
GL349715	953627	953676	50	Or_g17.1_8	0.999078935033661
GL349715	953678	953727	50	Or_g17.1_9	0.999050980997036
GL349715	953729	953778	50	Or_g17.1_10	0.998724577388448
GL349715	953780	953829	50	Or_g17.1_11	0.99875605687411
GL349715	953831	953880	50	Or_g17.1_12	0.998886597676354
GL349715	953882	953931	50	Or_g17.1_13	0.998732466884888
GL349715	953933	953990	58	Or_g17.1_14	0.998602478160989
GL349718	161836	161891	56	Control_g22.3_1	0.964647206833581
GL349718	161893	161942	50	Control_g22.3_2	0.970454233853353
GL349718	161944	161993	50	Control_g22.3_3	0.985641343163053
GL349718	161995	162044	50	Control_g22.3_4	0.994064094581588
GL349718	162046	162095	50	Control_g22.3_5	0.997345815463025
GL349718	162097	162146	50	Control_g22.3_6	0.99838736039302
GL349718	162148	162205	58	Control_g22.3_7	0.998276240580513
GL349718	162744	162794	51	Control_g22.2_1	0.998687143958605
GL349718	162796	162845	50	Control_g22.2_2	0.998730761095093
GL349718	162847	162896	50	Control_g22.2_3	0.998699227956433
GL349718	162898	162949	52	Control_g22.2_4	0.998344380046497
GL349718	163149	163198	50	Control_g22.1_1	0.999035952948027
GL349718	163200	163243	44	Control_g22.1_2	0.998890427914009
GL349718	164666	164715	50	Control_g22.4_1	0.998725842733703
GL349718	164717	164766	50	Control_g22.4_2	0.998810127126797
GL349718	164768	164817	50	Control_g22.4_3	0.998701545207879
GL349718	164819	164868	50	Control_g22.4_4	0.998234811140619
GL349718	164870	164919	50	Control_g22.4_5	0.99837518906816
GL349718	164921	164970	50	Control_g22.4_6	0.998731355263531
GL349718	164972	165021	50	Control_g22.4_7	0.998942116277812
GL349718	165023	165072	50	Control_g22.4_8	0.999026371096508
GL349718	165074	165123	50	Control_g22.4_9	0.998908282634739
GL349718	165125	165174	50	Control_g22.4_10	0.998843376915581
GL349718	165176	165225	50	Control_g22.4_11	0.998804664245446
GL349718	165227	165276	50	Control_g22.4_12	0.998760213355105
GL349718	165278	165327	50	Control_g22.4_13	0.99842005567851
GL349718	165329	165378	50	Control_g22.4_14	0.998555008594556
GL349718	165380	165429	50	Control_g22.4_15	0.998418132435933
GL349718	165431	165480	50	Control_g22.4_16	0.998169692888438
GL349718	165482	165524	43	Control_g22.4_17	0.998560969924989
GL349721	427291	427341	51	PMT_481	0.997236980472993
GL349721	427723	427773	51	PMT_482	0.999006695913446
GL349721	427831	427881	51	PMT_483	0.999012187683672
GL349721	428338	428388	51	PMT_484	0.999112899371767
GL349721	429314	429371	58	Or_g33.1_1	0.998744993214572
GL349721	429373	429422	50	Or_g33.1_2	0.998694609222723
GL349721	429424	429473	50	Or_g33.1_3	0.998673562549511
