TargetNb	targetID	Chromosome	Start	End
653	P450_g42.1	GL349723	837175	837785
654	Control_g24.4	GL349724	335431	335724
655	Control_g24.2	GL349724	335935	336192
656	Control_g24.1	GL349724	336281	336516
657	Control_g24.3	GL349724	336580	336843
658	Control_g24.5	GL349724	337578	338188
659	Control_g91.2	GL349724	367538	367876
660	Control_g91.3	GL349724	441325	441784
661	Control_g75.1	GL349724	693378	694082
662	Or_g27.1	GL349725	639068	639803
663	Or_g27.3	GL349725	641195	641267
664	Or_g27.2	GL349725	641502	641604
665	Or_g70.6	GL349731	416818	416883
666	Or_g70.3	GL349731	420041	420166
667	Or_g70.4	GL349731	420683	420782
668	PMT_615	GL349731	425657	425707
669	PMT_614	GL349731	425770	425820
670	PMT_613	GL349731	426189	426239
671	PMT_612	GL349731	426270	426320
672	PMT_611	GL349731	426622	426672
673	PMT_610	GL349731	427144	427194
674	PMT_609	GL349731	427316	427366
675	PMT_608	GL349731	427443	427493
676	PMT_607	GL349731	427662	427712
677	PMT_605	GL349731	442543	442593
678	Or_g68.1	GL349731	443406	444225
679	Or_g68.4	GL349731	445968	446067
680	Control_g167.3	GL349736	647892	647976
681	Control_g167.5	GL349736	648063	648156
682	Control_g167.6	GL349736	653842	653935
683	Control_g167.9	GL349736	660527	660962
684	Control_g167.2	GL349736	663882	663935
685	Control_g167.1	GL349736	664809	664860
686	Control_g167.8	GL349736	670617	670760
687	Control_g167.7	GL349736	672106	672216
688	Control_g167.11	GL349736	672565	673154
689	Control_g167.4	GL349736	673398	673489
690	Control_g167.10	GL349736	674123	674567
691	PMT_28	GL349736	1137328	1137378
692	PMT_29	GL349736	1138833	1138883
693	PMT_30	GL349736	1139112	1139162
694	OBP_g6.4	GL349736	1139326	1139403
695	OBP_g6.3	GL349736	1139487	1139583
696	OBP_g6.2	GL349736	1139644	1139759
697	OBP_g6.5	GL349736	1140978	1141013
698	OBP_g6.1	GL349736	1141144	1141300
699	OBP_g6.7	GL349736	1142445	1142476
700	OBP_g6.6	GL349736	1142543	1142575
701	Control_g194.5	GL349738	188483	188671
702	Control_g194.6	GL349738	188778	188983
703	Control_g194.2	GL349738	189051	189174
704	Control_g194.4	GL349738	189294	189479
705	Control_g194.7	GL349738	189558	189797
706	Control_g194.1	GL349738	191861	191959
707	Control_g194.3	GL349738	192135	192305
708	Or_g8.6	GL349739	1029234	1029290
709	Or_g8.2	GL349739	1031135	1031293
710	Or_g8.3	GL349739	1032492	1032611
711	Or_g8.4	GL349739	1032691	1032790
712	Or_g8.5	GL349739	1033074	1033167
713	Or_g8.1	GL349739	1034383	1035199
714	Or_g44.3	GL349746	448452	448485
715	Control_g37.2	GL349746	754867	754973
716	Control_g37.5	GL349746	755109	755250
717	Control_g37.3	GL349746	755342	755467
718	Control_g37.10	GL349746	756002	756248
719	Control_g37.6	GL349746	756532	756713
720	Control_g37.4	GL349746	756774	756911
721	Control_g37.1	GL349746	757061	757162
722	Control_g37.7	GL349746	757320	757517
723	Control_g37.8	GL349746	757589	757800
724	Control_g37.9	GL349746	757905	758141
725	Control_g18.6	GL349748	478786	479168
726	Control_g18.1	GL349748	479320	479408
727	Control_g18.3	GL349748	479479	480689
728	Control_g18.5	GL349748	480748	481123
729	Control_g18.4	GL349748	482378	482531
730	Control_g30.2	GL349748	483387	483634
731	Control_g30.5	GL349748	487148	487571
732	Control_g30.1	GL349748	487649	487879
733	Control_g30.4	GL349748	487935	488333
734	Control_g30.3	GL349748	488422	488697
735	Control_g30.6	GL349748	488759	490509
736	Control_g127.5	GL349749	1433547	1433698
737	Control_g127.1	GL349749	1434261	1434358
738	Control_g127.6	GL349749	1434976	1435201
739	Control_g127.4	GL349749	1435857	1436004
740	Control_g127.7	GL349749	1436101	1436332
741	Control_g127.3	GL349749	1436405	1436541
742	Control_g127.8	GL349749	1436740	1437003
743	Control_g127.2	GL349749	1438601	1438723
744	Or_g76.5	GL349749	1510733	1510798
745	Or_g76.3	GL349749	1513791	1513916
746	Or_g76.4	GL349749	1514493	1514592
747	PMT_630	GL349749	1518699	1518749
748	PMT_629	GL349749	1518895	1518945
749	PMT_628	GL349749	1519546	1519629
750	PMT_625	GL349749	1520011	1520061
751	Or_g69.5	GL349749	1536317	1536385
752	Or_g69.3	GL349749	1538034	1538127
753	PMT_618	GL349749	1569632	1569682
754	PMT_619	GL349749	1570010	1570060
755	PMT_620	GL349749	1570155	1570205
756	PMT_621	GL349749	1570371	1570421
757	PMT_622	GL349749	1571660	1571710
758	PMT_623	GL349749	1571970	1572020
759	Or_g75.4	GL349749	1576149	1576257
760	Or_g75.3	GL349749	1578370	1578495
761	Or_g75.6	GL349749	1581675	1581740
762	Or_g56.1	GL349749	1594589	1595330
763	Control_g51.1	GL349752	79828	79927
764	Control_g51.2	GL349752	80107	80210
765	Control_g51.4	GL349752	80890	81014
766	Control_g51.3	GL349752	81099	81205
767	Control_g51.7	GL349752	81643	81833
768	Control_g51.6	GL349752	82014	82142
769	Control_g51.8	GL349752	83174	83365
770	Control_g51.5	GL349752	96805	96930
771	Control_g114.2	GL349753	135928	136705
772	Control_g114.1	GL349753	149327	149901
773	P450_g55.2	GL349753	337831	338039
774	P450_g55.4	GL349753	338728	338913
775	P450_g55.5	GL349753	338971	339139
776	P450_g55.12	GL349753	340214	340282
777	P450_g55.8	GL349753	340350	340456
778	P450_g55.10	GL349753	340537	340618
779	P450_g55.6	GL349753	341064	341190
780	P450_g55.11	GL349753	341259	341328
781	P450_g55.3	GL349753	341428	341616
782	P450_g55.9	GL349753	343443	343533
783	P450_g55.7	GL349753	343769	343878
784	P450_g55.1	GL349753	343943	344172
785	Control_g104.6	GL349754	200522	200837
786	Control_g104.2	GL349754	204480	204630
787	Control_g104.1	GL349754	205468	205607
788	Control_g104.5	GL349754	214399	214662
789	Control_g104.4	GL349754	215401	215586
790	Control_g104.3	GL349754	216478	216643
791	Control_g104.7	GL349754	217460	218309
792	PMT_420	GL349757	695495	695545
793	PMT_421	GL349757	695935	695985
794	PMT_422	GL349757	696670	696721
795	PMT_423	GL349757	696827	696877
796	PMT_424	GL349757	697228	697278
797	PMT_425	GL349757	697613	697663
798	Or_g11.1	GL349757	698031	698772
799	Or_g11.4	GL349757	699651	699738
800	Or_g13.4	GL349757	700186	700287
801	Or_g11.2	GL349757	701201	701320
802	Or_g13.2	GL349757	701399	701557
803	Or_g13.6	GL349757	701799	701852
804	PMT_438	GL349757	705913	705963
805	PMT_437	GL349757	706521	706571
806	PMT_436	GL349757	706650	706700
807	PMT_435	GL349757	706780	706830
808	Control_g99.14	GL349758	503435	504149
809	Control_g99.5	GL349758	504417	504570
810	Control_g99.4	GL349758	504658	504786
811	Control_g99.10	GL349758	504874	505077
812	Control_g99.12	GL349758	505152	505382
813	Control_g99.8	GL349758	505449	505636
814	Control_g99.7	GL349758	505789	505954
815	Control_g99.6	GL349758	506025	506183
816	Control_g99.1	GL349758	506241	506339
817	Control_g99.9	GL349758	506417	506608
818	Control_g99.3	GL349758	506683	506802
819	Control_g99.11	GL349758	508320	508539
820	Control_g99.2	GL349758	508600	508712
821	Control_g99.13	GL349758	511524	512102
822	Control_g63.2	GL349760	201376	201484
823	Control_g63.4	GL349760	201653	201888
824	Control_g63.5	GL349760	202070	202334
825	Control_g63.3	GL349760	203354	203520
826	PMT_293	GL349763	253631	253680
827	Gr_g43.1	GL349763	255463	256096
828	Gr_g43.5	GL349763	256833	256901
829	Gr_g43.4	GL349763	256982	257074
830	Gr_g43.3	GL349763	257386	257505
831	PMT_292	GL349763	335367	335417
832	Gr_g42.2	GL349763	337484	337770
833	Gr_g42.5	GL349763	343058	343126
834	Gr_g42.4	GL349763	343249	343341
835	Gr_g42.3	GL349763	343660	343782
836	Or_g6.3	GL349765	122511	122619
837	Or_g6.2	GL349765	123991	124149
838	Or_g6.5	GL349765	124311	124391
839	PMT_115	GL349765	290289	290339
840	PMT_116	GL349765	290395	290445
841	PMT_117	GL349765	290483	290533
842	PMT_118	GL349765	291041	291091
843	PMT_119	GL349765	292941	292991
844	CSP_g2.1	GL349765	293074	293341
845	CSP_g2.2	GL349765	297805	297989
846	CSP_g8.2	GL349765	867919	868064
847	CSP_g8.1	GL349765	868763	869051
848	CSP_g8.3	GL349765	875732	875764
849	PMT_105	GL349765	875857	875907
850	PMT_104	GL349765	876127	876177
851	PMT_103	GL349765	877371	877421
852	PMT_102	GL349765	877578	877628
853	Control_g82.17	GL349766	16584	17241
854	Control_g82.13	GL349766	17325	17536
855	Control_g82.2	GL349766	17622	17726
856	Control_g82.9	GL349766	18283	18442
857	Control_g82.6	GL349766	18557	18708
858	Control_g82.14	GL349766	18992	19350
859	Control_g82.10	GL349766	19421	19587
860	Control_g82.12	GL349766	19659	19857
861	Control_g82.1	GL349766	21603	21691
862	Control_g82.3	GL349766	21765	21883
863	Control_g82.16	GL349766	21975	22494
864	Control_g82.8	GL349766	22568	22723
865	Control_g82.11	GL349766	22813	23000
866	Control_g82.4	GL349766	23083	23205
867	Control_g82.5	GL349766	25209	25349
868	Control_g82.7	GL349766	30117	30271
869	Control_g82.15	GL349766	30413	30786
870	Control_g76.2	GL349770	756557	756800
871	Control_g76.1	GL349770	774689	774761
872	Control_g76.3	GL349770	774908	775828
873	Or_g59.2	GL349770	912460	912547
874	Or_g59.1	GL349770	913224	913973
875	Control_g123.1	GL349770	971115	971204
876	CSP_g6.2	GL349772	272617	272789
877	CSP_g6.1	GL349772	274168	274408
878	PMT_98	GL349772	274523	274620
879	PMT_96	GL349772	275331	275381
880	PMT_95	GL349772	275978	276028
881	PMT_94	GL349772	276646	276696
882	PMT_93	GL349772	276761	276811
883	PMT_92	GL349772	276966	277016
884	CSP_g9.2	GL349772	289561	289745
885	CSP_g9.1	GL349772	294506	294812
886	PMT_108	GL349772	294901	294951
887	PMT_107	GL349772	295057	295107
888	PMT_106	GL349772	296469	296519
889	Control_g157.2	GL349773	701810	701934
890	Control_g157.1	GL349773	702498	702617
891	Control_g157.3	GL349773	703387	703883
892	Control_g132.1	GL349778	652042	652157
893	Control_g81.2	GL349779	179576	179658
894	Control_g81.3	GL349779	179907	180010
895	Control_g81.4	GL349779	181401	181551
896	Control_g81.6	GL349779	189863	190039
897	Control_g81.1	GL349779	190114	190180
898	Control_g211.6	GL349784	449328	449626
899	Control_g211.4	GL349784	451039	451206
900	Control_g211.5	GL349784	452278	452575
901	Control_g211.2	GL349784	453772	453837
902	Control_g211.1	GL349784	459395	459426
903	Control_g211.3	GL349784	459666	459740
904	Control_g196.1	GL349786	317575	317692
905	Control_g196.4	GL349786	317887	318072
906	Control_g196.2	GL349786	318137	318271
907	Control_g196.5	GL349786	318330	318532
908	Control_g196.3	GL349786	318598	318775
909	Control_g196.6	GL349786	325589	325841
910	Control_g119.1	GL349787	169606	169650
911	Control_g119.6	GL349787	170397	170571
912	Control_g119.7	GL349787	170721	170919
913	Control_g119.2	GL349787	171000	171088
914	Control_g119.8	GL349787	171159	171444
915	Control_g119.4	GL349787	172665	172818
916	Control_g119.5	GL349787	172914	173073
917	Control_g119.3	GL349787	173161	173267
918	Or_g10.6	GL349788	13813	13872
919	Or_g10.2	GL349788	14061	14219
920	Or_g10.3	GL349788	14300	14419
921	Or_g10.4	GL349788	14498	14597
922	Or_g10.5	GL349788	14885	14978
923	Or_g10.1	GL349788	16601	17375
924	PMT_413	GL349788	18069	18120
925	PMT_411	GL349788	18529	18626
926	PMT_409	GL349788	18633	18683
927	P450_g35.3	GL349790	356504	356710
928	P450_g35.6	GL349790	358731	358884
929	P450_g35.4	GL349790	359061	359265
930	P450_g35.5	GL349790	359371	359552
931	PMT_555	GL349793	52420	52470
932	PMT_556	GL349793	53567	53617
933	PMT_557	GL349793	54489	54539
934	PMT_558	GL349793	54815	54865
935	Or_g48.1	GL349793	55121	55865
936	Or_g48.5	GL349793	56977	57070
937	Or_g48.4	GL349793	58231	58330
938	Or_g48.3	GL349793	58643	58768
939	Or_g48.2	GL349793	59568	59726
940	Or_g48.6	GL349793	60529	60597
941	Control_g146.1	GL349795	356093	356134
942	Control_g146.2	GL349795	357175	357266
943	Control_g146.3	GL349795	358432	358572
944	Control_g146.6	GL349795	359005	359286
945	Control_g146.5	GL349795	359431	359671
946	Control_g146.4	GL349795	359912	360144
947	Control_g201.8	GL349795	465939	466178
948	Control_g201.7	GL349795	466322	466514
949	Control_g201.4	GL349795	466573	466696
950	Control_g201.5	GL349795	466769	466903
951	Control_g201.3	GL349795	467015	467132
952	Control_g201.1	GL349795	469515	469601
953	Control_g201.6	GL349795	469690	469850
954	Control_g201.2	GL349795	469929	470030
955	Control_g201.9	GL349795	470071	471184
956	Control_g7.3	GL349796	868453	868561
957	Control_g7.7	GL349796	868731	869063
958	Control_g7.6	GL349796	874709	874994
959	Control_g7.5	GL349796	875064	875225
960	Control_g7.1	GL349796	875896	875989
961	Control_g7.2	GL349796	876057	876154
962	Control_g7.4	GL349796	876207	876348
963	Control_g7.8	GL349796	876408	876926
964	Control_g42.3	GL349798	287484	287594
965	Control_g42.1	GL349798	289451	289513
966	Control_g42.2	GL349798	289577	289641
967	Control_g42.4	GL349798	289731	289979
968	Control_g85.5	GL349802	162676	162974
969	Control_g85.4	GL349802	163050	163346
970	Control_g85.2	GL349802	163558	163731
971	Control_g85.3	GL349802	166961	167170
972	Control_g85.1	GL349802	167248	167420
973	Control_g85.6	GL349802	167535	168131
974	P450_g64.2	GL349802	684834	685024
975	P450_g64.4	GL349802	685104	685289
976	P450_g64.5	GL349802	685348	685516
977	P450_g64.10	GL349802	688711	688779
978	P450_g64.7	GL349802	688847	688953
979	P450_g64.8	GL349802	689027	689108
980	P450_g64.6	GL349802	689174	689300
981	P450_g64.9	GL349802	689370	689439
982	P450_g64.3	GL349802	689516	689704
983	P450_g64.1	GL349802	692264	692489
984	P450_g64.11	GL349802	694853	694876
985	ApisSNMP_g6.2	GL349804	7585	7811
986	ApisSNMP_g6.10	GL349804	36036	36126
987	ApisSNMP_g6.5	GL349804	38783	38946
988	ApisSNMP_g6.7	GL349804	41624	41766
989	ApisSNMP_g6.4	GL349804	43319	43518
990	ApisSNMP_g6.1	GL349804	43802	44039
991	ApisSNMP_g6.6	GL349804	44114	44272
992	ApisSNMP_g6.9	GL349804	45773	45891
993	ApisSNMP_g6.8	GL349804	45981	46106
994	ApisSNMP_g6.3	GL349804	47123	47326
995	Control_g152.1	GL349806	453107	453191
996	Control_g152.2	GL349806	453298	453435
997	Control_g152.3	GL349806	453550	453789
998	Control_g152.4	GL349806	454295	454669
999	Control_g152.5	GL349806	454788	455621
1000	OBP_g10.3	GL349815	717560	717634
1001	OBP_g10.4	GL349815	718355	718425
1002	OBP_g10.1	GL349815	719588	719705
1003	OBP_g10.7	GL349815	719822	719857
1004	OBP_g10.5	GL349815	719957	720009
1005	OBP_g10.2	GL349815	722158	722242
1006	OBP_g10.6	GL349815	723937	723987
1007	PMT_54	GL349815	724102	724152
1008	PMT_53	GL349815	724196	724246
1009	PMT_52	GL349815	724376	724426
1010	PMT_51	GL349815	724918	724968
1011	PMT_50	GL349815	725278	725328
1012	PMT_49	GL349815	725338	725388
1013	PMT_48	GL349815	725895	725945
1014	PMT_45	GL349815	726370	726420
1015	OBP_g9.7	GL349815	743498	743521
1016	OBP_g9.4	GL349815	746556	746623
1017	OBP_g9.1	GL349815	746724	746838
1018	OBP_g9.6	GL349815	750293	750328
1019	OBP_g9.5	GL349815	750498	750553
1020	OBP_g9.3	GL349815	750641	750719
1021	OBP_g9.2	GL349815	751934	752023
1022	PMT_44	GL349815	752058	752108
1023	PMT_43	GL349815	752279	752329
1024	PMT_42	GL349815	753042	753092
1025	PMT_41	GL349815	754278	754328
1026	PMT_652	GL349815	1149018	1149518
1027	ApisSNMP_g3.1	GL349815	1149518	1151155
1028	P450_g6.1	GL349816	363289	363502
1029	P450_g6.8	GL349816	369080	369186
1030	P450_g6.9	GL349816	369376	369466
1031	P450_g6.2	GL349816	370872	371063
1032	P450_g6.10	GL349816	371272	371341
1033	P450_g6.7	GL349816	371431	371557
1034	P450_g6.11	GL349816	371651	371711
1035	P450_g6.3	GL349816	371791	371972
1036	P450_g6.5	GL349816	373243	373411
1037	P450_g6.4	GL349816	373533	373712
1038	P450_g6.6	GL349816	374649	374785
1039	P450_g6.12	GL349816	376128	376169
1040	P450_g20.2	GL349816	384175	384485
1041	P450_g20.8	GL349816	387202	387308
1042	P450_g20.9	GL349816	388960	389050
1043	P450_g20.3	GL349816	389175	389363
1044	P450_g20.11	GL349816	390862	390931
1045	P450_g20.7	GL349816	391007	391133
1046	P450_g20.10	GL349816	391548	391620
1047	P450_g20.4	GL349816	391706	391887
1048	P450_g20.6	GL349816	391971	392139
1049	P450_g20.5	GL349816	392341	392520
1050	P450_g20.1	GL349816	392716	393111
1051	P450_g8.1	GL349816	396146	396636
1052	P450_g8.8	GL349816	397663	397769
1053	P450_g8.9	GL349816	399028	399118
1054	P450_g8.3	GL349816	399211	399402
1055	P450_g8.10	GL349816	399999	400068
1056	P450_g8.7	GL349816	400270	400396
1057	P450_g8.11	GL349816	401511	401580
1058	P450_g8.4	GL349816	401747	401928
1059	P450_g8.6	GL349816	401982	402150
1060	P450_g8.5	GL349816	402547	402726
1061	P450_g8.2	GL349816	402816	403179
1062	P450_g10.2	GL349816	406059	406474
1063	P450_g10.8	GL349816	407256	407362
1064	P450_g10.9	GL349816	408549	408639
1065	P450_g10.10	GL349816	414397	414466
1066	P450_g10.7	GL349816	414716	414842
1067	P450_g10.11	GL349816	415106	415166
1068	P450_g10.4	GL349816	415783	415964
1069	P450_g10.6	GL349816	416018	416186
1070	P450_g10.5	GL349816	417961	418140
1071	P450_g10.1	GL349816	419021	419465
1072	Control_g29.2	GL349818	833348	833524
1073	Control_g29.1	GL349818	833604	833703
1074	Control_g29.3	GL349818	834849	835156
1075	Control_g28.1	GL349818	835234	835339
1076	Control_g28.2	GL349818	835409	835614
1077	Control_g33.7	GL349818	926086	926260
1078	Control_g33.1	GL349818	926361	926446
1079	Control_g33.2	GL349818	926767	926856
1080	Control_g33.5	GL349818	926989	927106
1081	Control_g33.3	GL349818	927177	927271
1082	Control_g33.8	GL349818	936370	936557
1083	Control_g33.4	GL349818	936803	936909
1084	Control_g33.6	GL349818	936964	937111
1085	Control_g33.9	GL349818	937190	937415
1086	Control_g33.10	GL349818	940165	940602
1087	Control_g185.2	GL349821	507357	507631
1088	Control_g185.1	GL349821	519218	519450
1089	PS_g4.7	GL349824	236299	236406
1090	PS_g4.1	GL349824	237992	238203
1091	PS_g4.2	GL349824	238737	238921
1092	PS_g4.4	GL349824	238992	239162
1093	PS_g4.3	GL349824	239218	239396
1094	PS_g4.8	GL349824	240201	240308
1095	PS_g4.6	GL349824	240388	240507
1096	PS_g4.5	GL349824	241087	241233
1097	Control_g93.9	GL349824	324173	324754
1098	Control_g93.8	GL349824	325827	326090
1099	Control_g93.5	GL349824	326218	326416
1100	Control_g93.6	GL349824	327742	327956
1101	Control_g93.7	GL349824	330440	330665
1102	Control_g93.3	GL349824	330846	330980
1103	Control_g93.1	GL349824	348895	348952
1104	Control_g93.4	GL349824	349482	349635
1105	Control_g93.2	GL349824	388619	388731
1106	Control_g57.7	GL349826	527291	527977
1107	Control_g57.4	GL349826	529435	529595
1108	Control_g57.1	GL349826	530548	530649
1109	Control_g57.6	GL349826	530710	530987
1110	Control_g57.5	GL349826	531057	531279
1111	Control_g57.2	GL349826	531368	531478
1112	Control_g57.3	GL349826	531538	531677
1113	Control_g57.8	GL349826	531762	533282
1114	OBP_g8.4	GL349831	98489	98576
1115	OBP_g8.8	GL349831	98637	98664
1116	OBP_g8.2	GL349831	99482	99599
1117	OBP_g8.7	GL349831	99657	99703
1118	OBP_g8.1	GL349831	100174	100309
1119	OBP_g8.3	GL349831	103574	103663
1120	OBP_g8.6	GL349831	103784	103837
1121	PMT_40	GL349831	103922	103972
1122	PMT_39	GL349831	104331	104381
1123	PMT_38	GL349831	104581	104631
1124	PMT_37	GL349831	106017	106067
1125	P450_g59.1	GL349832	157726	157925
1126	P450_g59.3	GL349832	158028	158208
1127	P450_g59.4	GL349832	159733	159859
1128	P450_g17.9	GL349832	161204	161285
1129	P450_g17.7	GL349832	161417	161523
1130	P450_g17.10	GL349832	161589	161657
1131	P450_g17.3	GL349832	161909	162077
1132	P450_g17.2	GL349832	162148	162333
1133	P450_g17.12	GL349832	162417	162478
1134	P450_g17.4	GL349832	497057	497219
1135	P450_g17.6	GL349832	497292	497401
1136	Control_g165.3	GL349836	283095	283339
1137	Control_g165.6	GL349836	283435	283946
1138	Control_g165.4	GL349836	293305	293552
1139	Control_g140.4	GL349837	503245	503972
1140	Control_g140.5	GL349837	504077	505023
1141	Control_g140.2	GL349837	506078	506269
1142	Control_g140.1	GL349837	506475	506648
1143	Control_g101.7	GL349837	506938	507101
1144	Control_g101.10	GL349837	507190	507437
1145	Control_g101.2	GL349837	507642	507704
1146	Control_g101.1	GL349837	508064	508108
1147	Control_g101.4	GL349837	508620	508748
1148	Control_g101.6	GL349837	510489	510643
1149	Control_g101.11	GL349837	510796	511138
1150	Control_g101.8	GL349837	511222	511406
1151	Control_g101.5	GL349837	511460	511609
1152	Control_g101.3	GL349837	512453	512561
1153	Control_g101.9	GL349837	512633	512850
1154	Control_g101.12	GL349837	512929	513650
1155	Control_g205.6	GL349838	46643	47296
1156	Control_g205.1	GL349838	47376	47474
1157	Control_g205.2	GL349838	48283	48384
1158	Control_g205.4	GL349838	48457	48631
1159	Control_g205.3	GL349838	48724	48888
1160	Control_g205.5	GL349838	51718	52365
1161	Gr_g5.3	GL349838	120676	120840
1162	Gr_g5.4	GL349838	120916	121005
1163	Gr_g5.5	GL349838	124792	124860
1164	Gr_g5.2	GL349838	124946	125279
1165	Gr_g5.1	GL349838	135945	136423
1166	PMT_150	GL349838	136431	136481
1167	PMT_149	GL349838	138259	138309
1168	PMT_148	GL349838	138541	138591
1169	PMT_147	GL349838	138634	138684
1170	PMT_146	GL349838	139073	139123
1171	PMT_145	GL349838	139200	139250
1172	Control_g3.2	GL349840	199235	199585
1173	Control_g3.1	GL349840	200998	201134
1174	Control_g3.3	GL349840	201417	202388
1175	Or_g18.5	GL349841	451796	451864
1176	Or_g18.2	GL349841	451950	452108
1177	Or_g18.3	GL349841	452667	452786
1178	Or_g18.4	GL349841	452903	453002
1179	Or_g18.6	GL349841	453883	453934
1180	Or_g18.1	GL349841	454139	454847
1181	PMT_448	GL349841	454943	454993
1182	PMT_447	GL349841	455123	455173
1183	PMT_446	GL349841	455281	455331
1184	PMT_445	GL349841	457778	457828
1185	SP_g3.1	GL349842	356707	357075
1186	SP_g3.8	GL349842	365476	365586
1187	SP_g3.4	GL349842	365899	366075
1188	SP_g3.6	GL349842	366342	366460
1189	SP_g3.3	GL349842	366543	366742
1190	SP_g3.5	GL349842	368220	368350
1191	SP_g4.7	GL349842	370315	370345
1192	SP_g4.1	GL349842	380255	380605
1193	SP_g4.6	GL349842	386921	387031
1194	SP_g4.4	GL349842	387556	387729
1195	SP_g4.3	GL349842	388311	388498
1196	SP_g4.2	GL349842	388570	388768
1197	Or_g25.6	GL349842	872685	872753
1198	Or_g25.2	GL349842	872864	873022
1199	Or_g25.3	GL349842	873101	873226
1200	Or_g25.4	GL349842	873411	873510
1201	Or_g25.5	GL349842	876255	876324
1202	Or_g25.1	GL349842	876975	877701
1203	PMT_457	GL349842	880378	880427
1204	Control_g108.3	GL349845	909850	910055
1205	Control_g108.2	GL349845	915953	916157
1206	Control_g108.1	GL349845	925478	925555
1207	P450_g3.9	GL349847	98224	98302
1208	P450_g3.1	GL349847	106233	106491
1209	Control_g26.3	GL349850	170753	171245
1210	Control_g26.2	GL349850	171327	171510
1211	Control_g26.1	GL349850	172645	172816
1212	Control_g26.4	GL349850	172893	173662
1213	Control_g203.13	GL349851	432717	433079
1214	Control_g203.11	GL349851	433151	433364
1215	Control_g203.8	GL349851	433432	433574
1216	Control_g203.9	GL349851	433638	433791
1217	Control_g203.10	GL349851	435454	435658
1218	Control_g203.7	GL349851	435724	435845
1219	Control_g203.6	GL349851	435917	436035
1220	Control_g203.5	GL349851	436099	436209
1221	Control_g203.3	GL349851	437711	437777
1222	Control_g203.1	GL349851	437847	437902
1223	Control_g203.4	GL349851	438759	438845
1224	Control_g203.12	GL349851	438930	439230
1225	Control_g203.2	GL349851	439310	439374
1226	Control_g203.14	GL349851	440103	440790
1227	Control_g47.10	GL349852	314985	315663
1228	Control_g47.2	GL349852	315960	316066
1229	Control_g47.7	GL349852	316179	316379
1230	Control_g47.6	GL349852	316446	316639
1231	Control_g47.1	GL349852	316695	316793
1232	Control_g47.8	GL349852	316860	317078
1233	Control_g47.4	GL349852	317368	317513
1234	Control_g47.5	GL349852	317933	318123
1235	Control_g47.3	GL349852	318241	318351
1236	Control_g47.9	GL349852	319969	320574
1237	Gr_g40.3	GL349852	778865	779008
1238	Gr_g40.4	GL349852	780992	781084
1239	Gr_g40.1	GL349852	784295	784940
1240	Gr_g40.2	GL349852	787141	787417
1241	PMT_286	GL349852	787744	787794
1242	PMT_285	GL349852	788070	788120
1243	PMT_283	GL349852	790051	790101
1244	PMT_282	GL349852	790383	790433
1245	PMT_312	GL349852	846681	846731
1246	Control_g65.5	GL349852	929469	929848
1247	Control_g65.1	GL349852	930232	930453
1248	Control_g65.3	GL349852	933345	933671
1249	Control_g71.2	GL349857	574082	574910
1250	Control_g71.1	GL349857	576839	577443
1251	Control_g150.6	GL349857	750738	751006
1252	Control_g150.7	GL349857	751085	751558
1253	Control_g150.5	GL349857	751663	751860
1254	Control_g150.3	GL349857	751946	752037
1255	Control_g150.4	GL349857	754947	755066
1256	Control_g150.2	GL349857	755358	755430
1257	Control_g110.3	GL349863	81937	82798
1258	Control_g110.1	GL349863	83782	83812
1259	Control_g110.2	GL349863	101988	102248
1260	PMT_67	GL349864	500163	500212
1261	PMT_68	GL349864	500380	500431
1262	OBP_g2.4	GL349864	502638	502706
1263	OBP_g2.2	GL349864	502782	502863
1264	OBP_g2.5	GL349864	502934	502986
1265	OBP_g2.6	GL349864	504394	504429
1266	OBP_g2.1	GL349864	504500	504599
1267	OBP_g2.3	GL349864	505194	505264
1268	OBP_g2.7	GL349864	505453	505473
1269	Gr_g72.3	GL349866	156271	156390
1270	Gr_g72.4	GL349866	160390	160482
1271	Gr_g72.5	GL349866	160646	160714
1272	Gr_g72.1	GL349866	163328	163937
1273	Gr_g72.2	GL349866	166976	167256
1274	PMT_355	GL349866	167496	167546
1275	PMT_351	GL349866	168514	168564
1276	PMT_347	GL349866	169432	169482
1277	Gr_g71.3	GL349866	244087	244197
1278	Gr_g71.4	GL349866	248000	248092
1279	Gr_g71.5	GL349866	248915	248983
1280	Gr_g71.1	GL349866	250090	250702
1281	Gr_g71.2	GL349866	250864	251150
1282	PMT_345	GL349866	251796	251846
1283	PMT_344	GL349866	251925	251975
1284	PMT_343	GL349866	252024	252074
1285	PMT_342	GL349866	252423	252473
1286	PMT_341	GL349866	253510	253560
1287	PMT_340	GL349866	253616	253666
1288	Control_g60.5	GL349866	278819	279168
1289	Control_g60.3	GL349866	279265	279411
1290	Control_g60.4	GL349866	279687	279999
1291	Control_g60.2	GL349866	280063	280149
1292	Control_g60.6	GL349866	280208	280637
1293	Control_g60.1	GL349866	280932	280987
1294	Control_g79.1	GL349867	434525	434588
1295	Control_g79.5	GL349867	435923	436068
1296	Control_g79.7	GL349867	436149	436303
1297	Control_g79.10	GL349867	438866	439046
1298	Control_g79.8	GL349867	439175	439331
1299	Control_g79.4	GL349867	441079	441206
1300	Control_g79.9	GL349867	442109	442284
1301	Control_g79.6	GL349867	442381	442533
1302	Control_g79.3	GL349867	442719	442825
