""	"Cytisus"	"Lathyrus"	"L.corn."	"L.ped."	"Medicago"	"Ononis"	"Pisum"	"Trifolium"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"PMT_388_1_1"	"2e-04"	"0"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0.0169"
"PMT_655_1_6"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.0165"
"PMT_248_1_1"	"0"	"0"	"0"	"1e-04"	"1e-04"	"1e-04"	"0"	"0"	"0"	"0.0163"
"Gr_g11_1_15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0163"
"P450_g38_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0162"
"PMT_386_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0142"
"Control_g176_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0134"
"PMT_514_1_1"	"0"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"0.0132"
"PMT_511_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0129"
"PMT_510_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0117"
"Control_g204_13_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0116"
"PMT_509_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0114"
"PMT_524_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0114"
"PMT_506_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.011"
"Gr_g9_1_20"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0107"
"Control_g89_4_2"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"2e-04"	"0"	"0"	"0.0107"
"PMT_512_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0102"
"PMT_507_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0099"
"Or_g50_2_3"	"0"	"0"	"3e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0096"
"P450_g65_4_2"	"-1e-04"	"0"	"0"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0.0095"
"Or_g44_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.009"
"Control_g167_11_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0088"
"PMT_445_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0083"
"Control_g38_2_3"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0"	"0"	"0"	"0.0083"
"P450_g31_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0081"
"Gr_g30_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0079"
"PMT_448_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0076"
"P450_g18_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0073"
"Control_g87_6_1"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0.0073"
"PMT_57_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0071"
"PMT_321_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0068"
"IR_g11_11_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0065"
"Control_g209_6_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0063"
"PMT_255_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"Control_g156_10_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0061"
"PMT_490_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.006"
"Gr_g17_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0057"
"PMT_447_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0056"
"PMT_446_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0056"
"Or_g36_4_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0056"
"PMT_318_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Control_g78_3_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0052"
"SP_g4_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0051"
"Control_g166_8_3"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0"	"0.005"
"P450_g37_1_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.005"
"Or_g18_1_8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"P450_g10_1_9"	"0"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"Gr_g56_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0043"
"Gr_g66_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"PMT_243_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"Or_g37_1_15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"P450_g64_3_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"Control_g179_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0026"
"Control_g114_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"PMT_328_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"Control_g111_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"PMT_496_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Gr_g39_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"PMT_651_1_8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Gr_g62_1_18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Control_g21_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"PMT_273_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0013"
"P450_g19_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"IR_g10_1_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9e-04"
"P450_g8_1_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"SP_g3_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
